nohup: ignoring input
 * Serving Flask app 'test' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on all addresses.
   WARNING: This is a development server. Do not use it in a production deployment.
 * Running on http://10.0.0.179:5000/ (Press CTRL+C to quit)
127.0.0.1 - - [20/May/2022 21:39:28] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [20/May/2022 21:40:16] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [20/May/2022 21:40:20] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [20/May/2022 21:40:47] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [20/May/2022 21:41:06] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [20/May/2022 21:41:09] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [20/May/2022 21:41:30] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [20/May/2022 21:41:35] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [20/May/2022 21:43:38] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [20/May/2022 21:56:31] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [20/May/2022 21:56:34] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [20/May/2022 21:57:10] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [20/May/2022 21:57:14] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [20/May/2022 21:57:31] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [20/May/2022 22:03:35] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [20/May/2022 22:20:07] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [20/May/2022 22:25:24] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [20/May/2022 22:25:44] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [20/May/2022 22:26:02] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [20/May/2022 22:26:14] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [20/May/2022 22:26:18] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [20/May/2022 22:28:01] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [20/May/2022 22:28:03] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [22/May/2022 16:29:33] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [22/May/2022 16:46:43] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [22/May/2022 16:46:43] "GET /favicon.ico HTTP/1.0" 404 -
127.0.0.1 - - [22/May/2022 16:47:00] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 00:06:57] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 00:06:58] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 00:12:18] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 00:12:19] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 00:16:22] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 00:16:23] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 00:24:30] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 00:24:31] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 00:51:34] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 00:51:35] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 00:56:00] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 00:56:01] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 03:05:43] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 03:05:44] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 14:05:10] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 14:05:11] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 14:06:14] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 14:06:15] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 14:06:26] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 14:06:27] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 14:06:57] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 14:06:59] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 14:07:01] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 14:07:02] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 15:23:55] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 15:23:57] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 15:24:24] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 15:24:25] "GET /cocoa-contracts HTTP/1.0" 200 -
<?xml version="1.0" encoding="UTF-8"?>
<SOAP-ENV:Envelope xmlns:SOAP-ENV="http://schemas.xmlsoap.org/soap/envelope/" xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xmlns:ns0="http://schemas.xmlsoap.org/soap/envelope/" xmlns:ns1="http://action.trm.services.generic.action.superfinanciera.nexura.sc.com.co/">
   <SOAP-ENV:Header/>
   <ns0:Body>
      <ns1:queryTCRM>
         <tcrmQueryAssociatedDate>2022-05-22 15:25:02.709735</tcrmQueryAssociatedDate>
      </ns1:queryTCRM>
   </ns0:Body>
</SOAP-ENV:Envelope>
[2022-05-23 15:25:03,174] ERROR in app: Exception on /trm [GET]
Traceback (most recent call last):
  File "/usr/local/lib/python3.8/dist-packages/suds/transport/http.py", line 78, in send
    fp = self.u2open(u2request)
  File "/usr/local/lib/python3.8/dist-packages/suds/transport/http.py", line 119, in u2open
    return url.open(u2request, timeout=tm)
  File "/usr/lib/python3.8/urllib/request.py", line 531, in open
    response = meth(req, response)
  File "/usr/lib/python3.8/urllib/request.py", line 640, in http_response
    response = self.parent.error(
  File "/usr/lib/python3.8/urllib/request.py", line 569, in error
    return self._call_chain(*args)
  File "/usr/lib/python3.8/urllib/request.py", line 502, in _call_chain
    result = func(*args)
  File "/usr/lib/python3.8/urllib/request.py", line 649, in http_error_default
    raise HTTPError(req.full_url, code, msg, hdrs, fp)
urllib.error.HTTPError: HTTP Error 405: Method Not Allowed

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/usr/local/lib/python3.8/dist-packages/suds/client.py", line 652, in send
    reply = transport.send(request)
  File "/usr/local/lib/python3.8/dist-packages/suds/transport/http.py", line 178, in send
    return HttpTransport.send(self, request)
  File "/usr/local/lib/python3.8/dist-packages/suds/transport/http.py", line 86, in send
    raise TransportError(e.msg, e.code, e.fp)
suds.transport.TransportError: Method Not Allowed

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/usr/local/lib/python3.8/dist-packages/flask/app.py", line 2073, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/local/lib/python3.8/dist-packages/flask/app.py", line 1518, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/local/lib/python3.8/dist-packages/flask/app.py", line 1516, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/local/lib/python3.8/dist-packages/flask/app.py", line 1502, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "test.py", line 18, in welcome
    trm = client.service.queryTCRM(date)
  File "/usr/local/lib/python3.8/dist-packages/suds/client.py", line 559, in __call__
    return client.invoke(args, kwargs)
  File "/usr/local/lib/python3.8/dist-packages/suds/client.py", line 618, in invoke
    result = self.send(soapenv)
  File "/usr/local/lib/python3.8/dist-packages/suds/client.py", line 664, in send
    result = self.failed(binding, e)
  File "/usr/local/lib/python3.8/dist-packages/suds/client.py", line 726, in failed
    raise Exception((status, reason))
Exception: (405, 'Method Not Allowed')
127.0.0.1 - - [23/May/2022 15:25:03] "GET /trm HTTP/1.0" 500 -
127.0.0.1 - - [23/May/2022 15:25:04] "GET /cocoa-contracts HTTP/1.0" 200 -
<?xml version="1.0" encoding="UTF-8"?>
<SOAP-ENV:Envelope xmlns:SOAP-ENV="http://schemas.xmlsoap.org/soap/envelope/" xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xmlns:ns0="http://schemas.xmlsoap.org/soap/envelope/" xmlns:ns1="http://action.trm.services.generic.action.superfinanciera.nexura.sc.com.co/">
   <SOAP-ENV:Header/>
   <ns0:Body>
      <ns1:queryTCRM>
         <tcrmQueryAssociatedDate>2022-05-22 15:25:10.099478</tcrmQueryAssociatedDate>
      </ns1:queryTCRM>
   </ns0:Body>
</SOAP-ENV:Envelope>
[2022-05-23 15:25:10,547] ERROR in app: Exception on /trm [GET]
Traceback (most recent call last):
  File "/usr/local/lib/python3.8/dist-packages/suds/transport/http.py", line 78, in send
    fp = self.u2open(u2request)
  File "/usr/local/lib/python3.8/dist-packages/suds/transport/http.py", line 119, in u2open
    return url.open(u2request, timeout=tm)
  File "/usr/lib/python3.8/urllib/request.py", line 531, in open
    response = meth(req, response)
  File "/usr/lib/python3.8/urllib/request.py", line 640, in http_response
    response = self.parent.error(
  File "/usr/lib/python3.8/urllib/request.py", line 569, in error
    return self._call_chain(*args)
  File "/usr/lib/python3.8/urllib/request.py", line 502, in _call_chain
    result = func(*args)
  File "/usr/lib/python3.8/urllib/request.py", line 649, in http_error_default
    raise HTTPError(req.full_url, code, msg, hdrs, fp)
urllib.error.HTTPError: HTTP Error 405: Method Not Allowed

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/usr/local/lib/python3.8/dist-packages/suds/client.py", line 652, in send
    reply = transport.send(request)
  File "/usr/local/lib/python3.8/dist-packages/suds/transport/http.py", line 178, in send
    return HttpTransport.send(self, request)
  File "/usr/local/lib/python3.8/dist-packages/suds/transport/http.py", line 86, in send
    raise TransportError(e.msg, e.code, e.fp)
suds.transport.TransportError: Method Not Allowed

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/usr/local/lib/python3.8/dist-packages/flask/app.py", line 2073, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/local/lib/python3.8/dist-packages/flask/app.py", line 1518, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/local/lib/python3.8/dist-packages/flask/app.py", line 1516, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/local/lib/python3.8/dist-packages/flask/app.py", line 1502, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "test.py", line 18, in welcome
    trm = client.service.queryTCRM(date)
  File "/usr/local/lib/python3.8/dist-packages/suds/client.py", line 559, in __call__
    return client.invoke(args, kwargs)
  File "/usr/local/lib/python3.8/dist-packages/suds/client.py", line 618, in invoke
    result = self.send(soapenv)
  File "/usr/local/lib/python3.8/dist-packages/suds/client.py", line 664, in send
    result = self.failed(binding, e)
  File "/usr/local/lib/python3.8/dist-packages/suds/client.py", line 726, in failed
    raise Exception((status, reason))
Exception: (405, 'Method Not Allowed')
127.0.0.1 - - [23/May/2022 15:25:10] "GET /trm HTTP/1.0" 500 -
[2022-05-23 15:25:10,687] ERROR in app: Exception on /cocoa-contracts [GET]
Traceback (most recent call last):
  File "/usr/local/lib/python3.8/dist-packages/flask/app.py", line 2073, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/local/lib/python3.8/dist-packages/flask/app.py", line 1518, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/local/lib/python3.8/dist-packages/flask/app.py", line 1516, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/local/lib/python3.8/dist-packages/flask/app.py", line 1502, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "test.py", line 38, in welcome1
    df = pd.read_html(str(tables))[0]
  File "/usr/local/lib/python3.8/dist-packages/pandas/util/_decorators.py", line 311, in wrapper
    return func(*args, **kwargs)
  File "/usr/local/lib/python3.8/dist-packages/pandas/io/html.py", line 1098, in read_html
    return _parse(
  File "/usr/local/lib/python3.8/dist-packages/pandas/io/html.py", line 926, in _parse
    raise retained
  File "/usr/local/lib/python3.8/dist-packages/pandas/io/html.py", line 906, in _parse
    tables = p.parse_tables()
  File "/usr/local/lib/python3.8/dist-packages/pandas/io/html.py", line 222, in parse_tables
    tables = self._parse_tables(self._build_doc(), self.match, self.attrs)
  File "/usr/local/lib/python3.8/dist-packages/pandas/io/html.py", line 552, in _parse_tables
    raise ValueError("No tables found")
ValueError: No tables found
127.0.0.1 - - [23/May/2022 15:25:10] "GET /cocoa-contracts HTTP/1.0" 500 -
127.0.0.1 - - [23/May/2022 15:25:34] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 15:25:35] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 15:25:40] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 15:25:41] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 15:26:02] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 15:26:03] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 15:31:09] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 15:31:09] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 15:31:58] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 15:31:59] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 15:35:55] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 15:35:56] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 15:44:38] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 15:44:39] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 15:46:02] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 15:46:03] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 15:47:34] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 15:47:35] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 15:49:30] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 15:49:31] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 15:52:18] "GET / HTTP/1.0" 404 -
127.0.0.1 - - [23/May/2022 15:55:13] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 15:55:14] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 15:59:47] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 15:59:48] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 16:08:52] "GET / HTTP/1.0" 404 -
127.0.0.1 - - [23/May/2022 16:09:11] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 17:37:26] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 17:37:27] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 21:22:08] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 21:22:09] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 21:38:34] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 21:38:35] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 22:06:36] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [23/May/2022 22:06:36] "GET /favicon.ico HTTP/1.0" 404 -
127.0.0.1 - - [24/May/2022 10:37:20] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 10:37:20] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 11:27:44] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 11:27:44] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 11:32:53] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 11:32:53] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 11:32:59] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 11:33:00] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 12:53:52] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 12:53:53] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 12:53:53] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 12:53:55] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:16:36] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:16:37] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:19:08] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:19:11] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:26:32] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:26:33] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:26:37] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:26:38] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:28:05] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:28:06] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:38:19] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:38:20] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:38:41] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:38:42] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:42:13] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:42:14] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:42:33] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:42:34] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:43:11] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:43:13] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:46:06] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:46:07] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:47:22] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:47:23] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:47:54] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:47:55] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:48:14] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:48:15] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:48:19] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:48:21] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:56:38] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:56:39] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:59:29] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 14:59:30] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 15:05:34] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 15:05:35] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 15:34:00] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 15:34:01] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 16:29:43] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 16:29:44] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:02:29] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:02:33] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:02:37] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:02:39] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:16:04] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:16:05] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:18:40] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:18:41] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:19:07] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:19:08] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:19:20] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:19:22] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:23:21] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:23:22] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:25:51] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:25:52] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:26:47] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:26:48] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:27:40] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:27:41] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:27:57] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:27:59] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:29:26] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:29:27] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:29:46] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:29:47] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:30:30] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:30:31] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:30:46] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:30:48] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:31:38] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:31:40] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:32:16] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:32:18] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:34:12] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 17:34:14] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 18:07:22] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 18:07:24] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 19:03:00] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 19:03:01] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 19:03:10] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 19:03:11] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 19:04:58] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 19:04:59] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 19:07:57] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 19:07:57] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 19:08:26] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 19:08:27] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 19:08:36] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 19:08:37] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 19:09:06] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 19:09:07] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 19:10:03] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 19:10:03] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 19:11:43] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 19:11:44] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 19:14:59] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 19:15:00] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 20:10:15] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 20:10:16] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 20:15:35] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 20:15:36] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 20:15:47] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 20:15:48] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 20:15:49] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 20:15:50] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 20:43:38] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 20:43:40] "GET /cocoa-contracts HTTP/1.0" 200 -
